Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCP50,OUT049,2321.3117
FDZ47,OUT018,1895.5991799999997
FDU57,OUT049,2379.66907
FDY44,OUT013,3281.19556
DRH59,OUT018,2061.7828600000003
FDB03,OUT027,3496.41541
FDY46,OUT045,2733.67493
FDM39,OUT045,2759.8075799999997
FDY36,OUT035,1721.45919
NCM55,OUT035,2938.9743600000006
FDJ50,OUT010,202.80268
DRL60,OUT013,2554.10867
NCJ54,OUT049,3693.1593100000005
FDX59,OUT017,1828.4865400000003
FDI07,OUT013,2328.06957
DRF51,OUT010,281.60011
FDM14,OUT017,1830.48394
FDP21,OUT045,3034.74969
FDE40,OUT035,2785.3077200000002
FDE05,OUT035,1830.1843300000005
FDM13,OUT027,3742.7614100000005
FDC34,OUT027,3461.39433
NCI55,OUT018,1386.7948199999998
NCE43,OUT018,2169.14311
FDW58,OUT018,1736.6061400000003
FDG60,OUT045,2768.1633699999998
FDV31,OUT017,2760.240349999999
FDR47,OUT013,2613.1318399999996
FDM60,OUT019,234.62792000000005
NCF06,OUT018,2340.65319
NCN26,OUT027,2867.13454
FDQ59,OUT049,2114.38106
FDF09,OUT046,1937.4779999999998
NCS06,OUT017,4120.935809999999
FDT44,OUT046,1639.06644
FDI19,OUT017,2648.51911
FDT22,OUT017,1218.88006
NCF54,OUT027,4524.57706
DRG25,OUT045,2407.76583
FDB59,OUT017,2815.5683300000005
FDQ37,OUT017,2574.3157
FDP56,OUT035,1844.6321899999996
FDW44,OUT035,2838.23882
FDJ26,OUT010,370.08493
FDU43,OUT018,2850.09006
FDW33,OUT045,1596.08905
NCX53,OUT027,4022.39741
FDN56,OUT010,357.66776
DRF15,OUT049,2207.4266100000004
FDO33,OUT017,2027.7937699999998
FDZ39,OUT010,356.33615999999995
NCJ19,OUT017,1665.53199
FDU01,OUT035,2734.24086
FDT12,OUT035,2015.9425300000003
NCM18,OUT018,1169.01164
FDP19,OUT017,1981.6205400000003
NCR42,OUT049,1495.0871899999997
FDN10,OUT046,2215.48279
FDG44,OUT017,1120.8077200000002
FDQ10,OUT046,2424.97676
DRH13,OUT049,2248.34002
FDT52,OUT013,2560.26732
FDM56,OUT045,2027.0281
NCO43,OUT010,290.45525
NCV29,OUT035,2550.28032
NCF06,OUT013,3377.5701100000006
FDO50,OUT035,1642.9946599999998
FDT59,OUT013,2760.8395699999996
FDX40,OUT027,1511.96522
FDE50,OUT017,3049.49716
FDX51,OUT017,2880.88331
NCD30,OUT018,1121.2072
FDK15,OUT013,2205.26276
FDL12,OUT045,1223.8402700000001
FDK46,OUT017,4394.37987
DRH49,OUT010,307.23340999999994
FDQ57,OUT046,2536.7645800000005
FDY59,OUT017,1506.10618
FDO09,OUT018,2529.4740699999998
NCG30,OUT035,2709.10691
FDM09,OUT017,2805.48146
NCN17,OUT027,3169.8738000000003
NCS42,OUT013,1664.76632
FDD02,OUT019,330.30337999999995
FDE34,OUT013,2807.6120199999996
FDU38,OUT045,3058.21914
FDB33,OUT046,2243.24665
NCJ29,OUT017,1716.8318800000002
FDZ27,OUT035,2219.8770699999995
FDI40,OUT013,1822.2613099999999
FDG22,OUT013,2122.63698
FDT51,OUT017,1979.9893299999997
FDF20,OUT018,2949.6604500000003
FDV50,OUT035,2359.52862
FDT02,OUT049,1592.09425
DRC49,OUT017,2265.3179200000004
FDF26,OUT049,2393.98377
FDV52,OUT035,2158.55689
FDX59,OUT049,1695.02693
FDV25,OUT035,2299.87294
FDW23,OUT027,2630.07645
FDE53,OUT018,1709.6412400000002
FDA19,OUT017,2035.8166599999997
FDH22,OUT046,2422.57988
NCO41,OUT013,1801.9877000000001
FDX12,OUT017,2942.43652
FDF17,OUT013,2398.2116000000005
FDS11,OUT045,2307.5962200000004
FDR51,OUT035,2664.8645000000006
FDT49,OUT010,263.62351
FDC56,OUT013,2082.88872
FDR13,OUT027,3306.7955700000007
FDQ60,OUT035,1606.7751400000002
FDN38,OUT049,2815.90123
NCL29,OUT013,1907.1175200000002
FDO13,OUT027,4819.79278
FDE26,OUT018,1960.6811300000002
FDA31,OUT010,374.27947000000006
FDX14,OUT035,2148.07054
FDA34,OUT045,2943.53509
FDF26,OUT013,1829.4852400000004
FDE38,OUT045,2315.9187200000006
DRI11,OUT046,2133.4229400000004
FDQ60,OUT027,3837.5380400000004
FDL21,OUT027,2042.4413699999998
DRC12,OUT027,3865.301900000001
FDC47,OUT046,2625.44914
FDE57,OUT045,1981.65383
FDT14,OUT045,1909.61427
NCZ53,OUT046,2917.5356
FDE28,OUT018,1966.4403000000002
FDR19,OUT035,2090.0793600000006
NCF54,OUT019,312.85942000000006
FDZ08,OUT046,2050.86374
NCJ05,OUT018,2383.1645200000003
FDF59,OUT046,2334.79415
NCO05,OUT035,2163.5836800000006
FDW24,OUT018,1873.62778
NCX42,OUT018,2358.76295
NCA53,OUT035,1428.30745
FDI45,OUT019,372.41522999999995
FDG46,OUT046,1867.0696500000001
FDM20,OUT010,373.28077
FDW11,OUT010,296.58061
FDX08,OUT035,2644.62418
NCK17,OUT035,1889.93988
FDK32,OUT018,2570.18774
NCA42,OUT035,3305.3641000000002
DRI01,OUT035,2176.36704
NCL55,OUT049,3728.1470999999997
DRE25,OUT018,1342.8853100000001
FDD14,OUT017,2982.6508400000002
FDB10,OUT046,2727.84918
DRN11,OUT035,2316.38478
FDP38,OUT018,1877.62258
NCA30,OUT017,2802.2856199999997
FDT15,OUT017,3040.8750499999996
NCP55,OUT018,1694.19468
FDF12,OUT035,1758.01161
FDM21,OUT018,2445.3502399999998
FDX56,OUT035,3140.07925
FDF10,OUT017,2615.82833
FDT32,OUT045,3453.5711800000004
FDM51,OUT018,2089.9462
NCR50,OUT018,1982.15318
FDI19,OUT049,3221.6730400000006
FDX21,OUT017,1778.7845700000003
FDR31,OUT035,2637.66657
FDY02,OUT013,2573.6499000000003
NCA29,OUT045,3266.38151
NCX17,OUT046,2905.551200000001
FDM12,OUT045,2965.34004
FDI53,OUT027,4131.122550000001
NCU30,OUT049,2631.6410800000003
FDC56,OUT027,3308.3269099999998
FDK27,OUT018,1578.7782499999998
NCK18,OUT017,3017.2724399999997
FDB52,OUT019,317.32028
DRG25,OUT027,3865.3019
FDZ13,OUT049,1337.4257499999999
FDB57,OUT019,359.63187
FDR40,OUT046,2022.4007900000001
NCO14,OUT019,262.25862
NCN19,OUT045,2728.5482700000002
FDQ28,OUT019,377.94137
FDO13,OUT018,2090.9449
FDK48,OUT013,1944.90167
FDU07,OUT018,2004.0247099999997
FDW20,OUT046,1959.7157199999997
FDV12,OUT010,246.94522000000006
FDH24,OUT013,2457.5010899999997
FDV59,OUT049,2984.6815300000003
FDK57,OUT045,1833.1471400000003
FDL16,OUT027,1823.16014
NCQ17,OUT046,2339.35488
FDJ15,OUT018,2222.7400099999995
FDX24,OUT049,1678.08232
FDT47,OUT046,2387.3923500000005
FDT10,OUT049,1658.10832
FDZ37,OUT018,1657.47581
FDW43,OUT027,5503.569379999999
DRN36,OUT017,1419.55218
FDJ14,OUT045,1772.32631
FDA32,OUT013,3522.84767
FDJ38,OUT019,509.57003000000003
FDQ57,OUT017,2105.4260500000005
NCQ41,OUT019,364.55879
FDG56,OUT049,2128.99537
DRC13,OUT027,3452.70564
FDV55,OUT035,2470.8170900000005
FDQ49,OUT045,2573.11726
FDE29,OUT010,266.81935
FDR03,OUT013,2328.0695700000006
FDD45,OUT049,2124.20161
FDN38,OUT010,402.94215999999994
FDT56,OUT046,1796.2285300000003
FDT48,OUT045,2653.34616
FDU03,OUT049,2596.02078
FDC56,OUT010,299.97619
NCO43,OUT027,2479.83868
FDQ27,OUT017,2134.2219
FDR03,OUT046,2422.8794900000003
DRH23,OUT010,224.40789000000004
FDG22,OUT045,1238.15497
NCJ42,OUT013,1889.93988
FDR24,OUT046,2708.40782
FDW60,OUT035,1905.41973
FDJ08,OUT013,2965.7062299999993
DRL59,OUT018,1885.1461200000006
FDG60,OUT010,380.30496000000005
FDW27,OUT017,2245.3439199999993
FDX14,OUT018,2016.2421399999998
FDC20,OUT013,1349.1105400000001
NCS29,OUT018,2470.1512900000002
FDJ56,OUT046,2063.51394
FDB20,OUT019,372.41522999999995
FDL28,OUT027,4769.32514
FDW01,OUT018,1851.8228300000003
FDL03,OUT046,2440.3234500000003
FDX22,OUT049,3458.79771
FDJ21,OUT035,2352.20482
FDR31,OUT045,2056.82265
FDG21,OUT035,2846.8942199999997
FDS22,OUT027,2042.4413699999998
FDK08,OUT035,1811.0425800000005
FDE17,OUT018,1559.0039899999997
NCN30,OUT017,1791.6678
FDT50,OUT046,2312.12366
NCX42,OUT049,2832.84584
FDJ12,OUT035,2020.5365500000007
NCA18,OUT027,2803.9501200000004
FDP23,OUT019,481.00721000000004
FDX12,OUT013,3021.3005300000004
FDN40,OUT018,2267.3153200000006
FDV48,OUT035,1507.67081
NCY54,OUT013,2538.52895
FDL16,OUT010,224.54104999999998
FDR45,OUT018,2705.1454000000003
FDJ52,OUT046,2577.77786
DRG01,OUT017,1253.3685
FDP52,OUT013,2670.82341
FDU58,OUT017,2822.22633
FDL02,OUT045,2364.0893499999997
FDG28,OUT013,2632.97268
FDA19,OUT035,2126.06585
FDW46,OUT027,1972.9318500000002
NCD43,OUT049,1910.0803299999995
DRG39,OUT013,2089.7464600000003
NCF55,OUT049,1471.3847099999998
FDJ07,OUT046,1759.2766299999998
FDE08,OUT046,2210.456
FDP56,OUT019,372.41522999999995
FDT45,OUT045,1284.29491
FDF17,OUT018,2348.74266
FDX44,OUT046,1829.8847200000005
FDM28,OUT027,4041.20626
FDI36,OUT049,2363.4568400000003
FDS07,OUT045,1854.15313
FDD36,OUT045,1529.6754999999998
FDW11,OUT046,1156.8940799999998
FDN40,OUT049,2162.15221
NCQ18,OUT049,2241.6154399999996
NCQ54,OUT017,2802.8182599999996
NCS42,OUT045,1812.87353
DRH39,OUT010,283.13145000000003
FDC09,OUT027,3257.6262400000005
FDT08,OUT010,373.28076999999996
FDC08,OUT035,3140.07925
FDT20,OUT017,1006.2568299999999
FDS35,OUT035,1886.14482
FDX58,OUT018,2274.0398999999998
FDW58,OUT046,2207.1270000000004
DRD27,OUT046,1820.2639100000001
FDH32,OUT019,359.76502999999997
FDS26,OUT035,2966.6050600000003
FDQ31,OUT046,2439.02514
FDP11,OUT018,3109.2194200000004
FDD58,OUT017,1729.3156299999998
FDM33,OUT045,3602.7103800000004
FDZ16,OUT049,2442.0878199999997
NCS29,OUT010,698.52407
NCM18,OUT019,236.99151
FDP11,OUT049,2649.95058
NCC42,OUT017,2150.46742
DRM23,OUT046,2343.9489000000003
NCN55,OUT027,4264.482290000001
FDK46,OUT013,3348.00859
FDR01,OUT046,2223.67213
NCA05,OUT045,2064.2130300000003
NCP43,OUT017,2493.7539000000006
FDR12,OUT010,294.2836
FDQ01,OUT013,1979.8561700000002
FDM13,OUT046,2547.7502799999997
FDQ19,OUT017,4263.616749999999
FDK56,OUT019,369.55228999999997
NCX06,OUT010,392.28935999999993
FDO56,OUT027,3539.2263499999995
FDU45,OUT045,1889.60698
FDI16,OUT019,296.74706000000003
FDL32,OUT046,1752.9182399999997
FDA07,OUT046,2733.9412500000003
FDA14,OUT045,2244.8778600000005
FDV46,OUT027,3399.04216
NCO07,OUT035,2750.55296
NCP41,OUT046,1852.52192
FDY60,OUT018,2071.17064
FDN38,OUT017,3285.5898400000005
FDO15,OUT046,2204.1309
FDT60,OUT013,2035.71679
FDA55,OUT035,3216.8127000000004
FDE02,OUT010,226.30541999999997
DRJ39,OUT049,2328.80195
FDV34,OUT035,1821.6620900000003
FDS20,OUT027,4445.97937
FDF02,OUT027,2770.16077
FDW40,OUT017,2236.32233
NCB43,OUT046,2616.62729
FDR58,OUT017,1721.39261
DRJ59,OUT035,2117.44374
NCD30,OUT017,1689.93356
FDE14,OUT017,1892.27018
FDC28,OUT018,1817.20123
FDU16,OUT018,1415.6572499999997
NCD19,OUT035,2343.5494200000003
FDU21,OUT046,1350.50872
FDV59,OUT027,5106.05349
FDU03,OUT045,2577.7445700000003
FDC33,OUT010,403.57466999999997
NCR42,OUT035,2192.84559
DRH59,OUT035,2191.94676
NCM31,OUT035,2117.5769000000005
FDS50,OUT035,3020.63473
FDP39,OUT046,1258.79477
FDQ55,OUT013,1961.9794399999996
FDV36,OUT019,310.79544
FDI05,OUT027,3007.0856999999996
FDS45,OUT027,2818.3979799999997
FDA39,OUT045,1799.2912099999999
FDC37,OUT010,268.9832
FDJ60,OUT027,4186.5504
DRQ35,OUT046,2088.2484099999997
NCJ06,OUT046,1515.12777
NCY42,OUT018,2278.10128
DRM37,OUT049,2991.20637
FDR14,OUT045,1203.26705
FDE51,OUT049,2154.32906
FDT33,OUT017,2642.5602000000003
FDR08,OUT013,1941.87228
FDE36,OUT010,287.65889000000004
FDL22,OUT019,344.5515
FDR44,OUT013,2734.64034
FDI56,OUT019,359.76502999999997
FDE47,OUT010,348.2134
FDV27,OUT010,352.57439000000005
FDV10,OUT049,1445.61825
FDC40,OUT045,1573.2854
NCX41,OUT013,2377.77154
NCQ38,OUT027,2366.7858399999996
FDV12,OUT027,3959.94537
FDE52,OUT017,1496.5186600000002
FDG20,OUT027,4731.94047
FDV16,OUT027,3041.3743999999997
FDI32,OUT017,1569.2905999999998
FDJ32,OUT049,1638.2008999999998
FDN39,OUT018,2457.66754
FDY34,OUT017,2789.40239
FDC14,OUT035,2503.7076100000004
FDA55,OUT017,4141.87522
FDZ50,OUT010,406.1379999999999
DRG13,OUT049,2588.83014
FDP01,OUT013,2377.0391600000003
NCG54,OUT017,3269.61064
FDM13,OUT045,2374.6089899999997
NCO18,OUT027,4421.27819
NCW41,OUT013,2358.4300500000004
FDM52,OUT027,3084.6513999999997
NCF55,OUT035,2192.8455900000004
FDT09,OUT046,1679.6136599999998
NCM19,OUT035,1894.8668000000002
FDW12,OUT018,2071.17064
FDP15,OUT019,459.73490000000004
FDK36,OUT045,1422.0156399999998
FDZ25,OUT035,2790.1347699999997
NCW06,OUT049,3867.831940000001
FDW60,OUT046,2913.24119
DRC49,OUT013,2554.10867
NCT17,OUT035,2719.09391
NCN06,OUT018,2299.93952
FDC45,OUT013,2681.87569
DRJ47,OUT019,333.96528
NCF06,OUT045,4136.44895
FDE21,OUT010,373.28076999999996
DRG27,OUT013,1861.7432500000002
FDW40,OUT049,1934.41532
NCO53,OUT046,2852.45365
FDE23,OUT049,1440.8244900000002
FDQ16,OUT046,1895.63247
FDS26,OUT045,3725.6170599999996
FDZ13,OUT010,208.26224000000002
FDS14,OUT049,1989.34382
FDC10,OUT045,1971.3339299999996
FDY16,OUT049,2484.53257
FDJ20,OUT035,2028.4595699999998
FDV43,OUT035,1769.4300799999996
FDZ32,OUT027,3279.8306700000003
FDR23,OUT046,2890.70386
FDN24,OUT035,1734.4422899999997
FDE34,OUT027,4219.906980000001
FDU31,OUT013,3499.910860000001
FDW33,OUT018,1885.9783699999996
FDU26,OUT046,2268.31402
FDE20,OUT027,4356.06308
NCW05,OUT035,2247.075
FDB22,OUT018,2454.0389299999997
FDO56,OUT046,2458.9658499999996
FDA19,OUT027,3493.1529899999996
DRI39,OUT045,1141.8802899999998
FDH52,OUT018,1285.1604499999999
FDZ50,OUT035,3006.2534499999997
NCN42,OUT035,2661.0028600000005
FDB53,OUT013,2146.1064300000003
DRG11,OUT017,1980.0226199999997
DRK11,OUT027,3357.86243
FDQ60,OUT017,2295.6784000000002
FDT36,OUT017,1275.0069999999998
DRG25,OUT018,2170.70774
DRJ23,OUT046,2346.81184
FDG05,OUT035,2341.01938
NCK06,OUT018,2027.1945500000002
FDU52,OUT017,2200.03623
FDW07,OUT018,1839.6054
NCM17,OUT045,1391.5219999999997
FDA22,OUT045,2943.5350900000003
NCA41,OUT018,2428.3723399999994
FDF38,OUT035,2503.7076100000004
FDH52,OUT046,1772.7590800000003
FDY58,OUT019,509.2038400000001
FDZ16,OUT045,2689.23278
NCM18,OUT017,1198.67303
FDA22,OUT018,1792.6997900000001
NCJ43,OUT035,3208.29046
FDI34,OUT027,4072.7984699999993
FDG56,OUT046,2142.5111100000004
FDS34,OUT046,1670.65865
DRC01,OUT035,1172.50709
FDQ04,OUT035,1930.8532900000002
FDK04,OUT035,1930.8532899999998
FDT51,OUT049,2394.2833800000003
FDV26,OUT017,2636.13523
FDS04,OUT049,1746.1270799999998
FDW43,OUT018,2850.09006
FDQ28,OUT010,351.44253
NCK06,OUT017,2193.31165
FDS23,OUT018,2247.47448
FDZ36,OUT019,497.65221
FDE56,OUT018,1531.5397400000002
FDW10,OUT027,3887.90581
NCN14,OUT045,2241.61544
NCQ18,OUT045,1821.0961600000003
FDW08,OUT017,1629.5455
FDU43,OUT035,3140.0792500000002
FDR33,OUT010,374.74553000000003
FDM24,OUT010,293.65109
NCZ05,OUT046,2033.7859700000001
NCV41,OUT035,2118.2094100000004
FDV11,OUT018,2311.4245699999997
NCY05,OUT035,1560.60191
FDV44,OUT018,1942.17189
FDW32,OUT049,2083.2882000000004
NCU18,OUT027,3437.9914599999997
NCC43,OUT035,3381.2320100000006
FDW19,OUT013,1958.5505699999999
FDN31,OUT035,2631.4413400000003
FDI48,OUT045,1155.4626099999998
FDS24,OUT017,1985.8816600000002
FDF46,OUT049,2883.54651
DRG23,OUT017,2552.84365
FDG14,OUT018,2008.01951
NCY30,OUT049,3232.0928099999996
FDO28,OUT018,2150.0013599999997
DRD24,OUT035,1980.68842
FDI33,OUT049,1991.1414800000002
FDN32,OUT046,2278.00141
FDR16,OUT045,3239.7828
FDF26,OUT046,2176.60007
NCN29,OUT018,1185.9229599999999
FDE20,OUT045,2410.8617999999997
FDA46,OUT046,2501.4106
FDU28,OUT045,2840.9020199999995
FDQ48,OUT045,1490.4598799999997
FDV36,OUT013,2170.3082600000002
FDR14,OUT018,2003.7916800000003
FDP23,OUT017,2601.84653
FDP56,OUT013,1470.58575
FDK48,OUT010,231.6984
FDR48,OUT046,2134.05545
NCY29,OUT049,1337.29259
FDM22,OUT018,1385.4632199999999
DRJ01,OUT013,2554.1086699999996
FDZ43,OUT045,4318.445380000001
FDV03,OUT035,2464.82489
FDX11,OUT027,4412.19002
NCA41,OUT027,4399.87272
FDE38,OUT017,2648.05305
FDI27,OUT018,2064.71238
FDN32,OUT013,3246.2743500000006
NCN43,OUT017,2015.0437000000002
FDB47,OUT027,5540.82089
FDV03,OUT017,2305.6654000000003
NCN30,OUT045,2155.5607899999995
NCV54,OUT010,307.1335399999999
FDV07,OUT013,1901.65796
FDP07,OUT049,3067.2407300000004
FDK48,OUT018,1873.62778
FDM15,OUT019,403.5746700000001
FDY19,OUT027,3413.9893700000002
FDK46,OUT046,2727.3165400000007
FDY11,OUT045,1653.5475899999997
FDH09,OUT046,1102.8976999999998
FDO08,OUT027,4526.1084
FDU14,OUT013,3308.6930999999995
FDD22,OUT027,3132.1895200000004
FDM27,OUT017,2081.3906700000002
FDL02,OUT027,3379.76725
NCA17,OUT035,2332.1309499999998
FDE38,OUT019,398.54787999999996
NCG07,OUT049,3451.7402300000003
DRC27,OUT013,3646.4201500000004
FDA27,OUT035,3006.25345
FDW40,OUT045,2165.98056
DRI11,OUT013,1950.3279400000004
FDN50,OUT046,2247.6076400000006
FDR12,OUT046,2913.2411899999997
FDT34,OUT027,3310.1578600000003
FDW11,OUT035,1873.1950100000001
NCO30,OUT027,4421.278189999999
FDZ34,OUT017,2943.5350900000003
FDU45,OUT017,2196.97355
NCD42,OUT035,1554.2435199999998
FDX25,OUT045,2685.4377200000004
NCR29,OUT046,1578.6450899999998
FDX43,OUT019,372.41523
FDB04,OUT010,335.66306999999995
FDR49,OUT027,2770.1607700000004
FDS39,OUT018,1982.21976
FDW58,OUT045,2328.00299
FDG22,OUT019,205.63233
FDG31,OUT017,1762.47247
NCV53,OUT027,4399.87272
DRJ37,OUT035,2162.5184
FDV07,OUT035,2088.81434
FDW52,OUT018,1987.413
FDT15,OUT045,2814.40318
FDD02,OUT018,2061.28351
FDM16,OUT035,1707.24436
NCE55,OUT046,2857.3139899999996
FDB57,OUT018,2850.0900600000004
FDQ04,OUT013,2280.6313200000004
FDQ47,OUT019,209.49397
FDY14,OUT019,317.32028
DRK37,OUT017,2593.7570600000004
FDO25,OUT017,2922.42923
FDL57,OUT046,2532.4035900000003
NCK29,OUT018,1662.8687899999998
FDK46,OUT027,5738.630069999999
NCB43,OUT010,360.06464
DRE01,OUT027,3776.3510200000005
FDC46,OUT018,2424.31096
FDQ23,OUT045,2067.2424200000005
FDX38,OUT049,2158.29057
FDG60,OUT018,1681.94396
FDW55,OUT017,4049.029409999999
FDP39,OUT013,1658.00845
FDB20,OUT018,1133.4579200000003
FDV21,OUT017,1774.5900299999998
FDZ02,OUT013,2573.6499000000003
FDP19,OUT027,3655.308580000001
FDA38,OUT035,3068.97181
FDH22,OUT045,2120.7061599999997
DRM11,OUT045,2861.4419500000004
FDO12,OUT027,2997.4648899999997
FDT14,OUT049,2222.4404
FDW34,OUT010,398.1484
FDG04,OUT027,4000.8587799999996
FDW59,OUT018,1696.4251099999997
FDR33,OUT018,2067.50874
FDP32,OUT013,2005.08999
FDL13,OUT027,5682.569710000001
FDD22,OUT013,2636.8676100000002
FDV40,OUT027,1933.84939
NCD55,OUT046,1550.78136
FDQ20,OUT010,353.34005999999994
FDD28,OUT045,1062.0175799999997
FDC39,OUT045,3566.65731
NCR17,OUT049,1944.3024500000004
DRO35,OUT018,2132.65727
FDF40,OUT049,2282.7618800000005
FDR31,OUT018,1743.63033
NCQ41,OUT017,2820.8281500000003
FDP38,OUT046,1569.4903399999998
NCU54,OUT027,5561.061209999999
FDG22,OUT018,1385.46322
DRK59,OUT013,2901.3899499999998
FDC37,OUT046,2350.70677
NCO42,OUT013,2176.93297
NCT42,OUT017,2594.7890500000003
FDX27,OUT035,3006.2534500000006
FDV40,OUT018,1358.9310899999998
FDT45,OUT027,1686.1717900000003
FDS47,OUT019,336.96137999999996
FDR45,OUT035,3760.3385299999995
FDB03,OUT045,3268.3789099999995
FDO49,OUT035,1710.2071700000001
FDU60,OUT027,4186.5504
FDB26,OUT018,1517.09188
FDB46,OUT017,3573.1821499999996
FDQ37,OUT019,456.63892999999996
FDN03,OUT017,3017.93824
NCX30,OUT045,3341.4837499999994
FDK32,OUT019,372.58168
DRM47,OUT013,2710.30535
NCO02,OUT046,1644.7923199999998
FDP04,OUT013,2146.1064300000007
NCO43,OUT049,2418.55179
FDD59,OUT013,1665.29896
FDQ10,OUT017,3090.8433400000004
FDW45,OUT035,2764.86766
NCK30,OUT049,4076.7932700000006
FDU31,OUT018,2447.8137
NCQ17,OUT019,340.25708999999995
FDN01,OUT017,2426.20849
FDZ19,OUT049,2452.97365
DRG37,OUT017,2565.26082
FDE32,OUT045,1252.76928
FDO34,OUT049,2270.9772199999998
FDM04,OUT019,297.47943999999995
FDZ25,OUT049,2515.7252999999996
FDU08,OUT049,1986.0813999999998
NCW30,OUT045,4004.9867399999994
NCM18,OUT013,1493.9553300000002
FDS22,OUT035,1801.78796
NCH18,OUT017,4152.16183
FDC23,OUT013,2569.95471
FDY46,OUT013,3313.1206700000002
NCU06,OUT046,3021.2006600000004
FDX57,OUT045,1866.33727
FDX36,OUT027,4382.2956
FDL16,OUT045,1096.40615
FDT16,OUT010,416.25816
FDN16,OUT018,1403.6062700000002
FDC03,OUT046,3478.7717099999995
DRF60,OUT013,3639.22951
FDS27,OUT027,4591.22364
FDP33,OUT010,468.92294000000004
FDJ36,OUT018,1414.92487
NCR42,OUT013,1402.24138
FDV14,OUT017,1535.5678299999997
NCP42,OUT035,3212.6847400000006
FDB50,OUT027,2770.1607700000004
NCC30,OUT027,4421.278189999999
FDA23,OUT018,1873.62778
FDW16,OUT017,1749.6225299999999
FDQ52,OUT010,378.6737500000001
FDB58,OUT049,2379.2030099999997
NCP29,OUT049,1949.4956900000002
NCM05,OUT045,3150.1661200000003
FDO25,OUT013,3223.03793
NCM54,OUT046,1668.1286100000002
NCL54,OUT046,2423.7117399999997
FDL39,OUT010,434.26805
FDF53,OUT018,1559.0039899999997
NCQ42,OUT035,2355.3007900000002
FDF58,OUT013,2137.85051
FDZ04,OUT035,1850.1583300000002
FDE26,OUT019,336.89480000000003
FDS60,OUT017,2264.7519900000007
FDV58,OUT017,2815.668199999999
FDM04,OUT045,1101.4995200000003
FDE08,OUT035,2470.8170900000005
NCB43,OUT049,3242.7789
FDU11,OUT010,395.38532999999995
FDF22,OUT019,391.75672
FDE24,OUT013,1914.40803
DRJ49,OUT046,1554.77616
NCQ53,OUT035,2962.97645
NCL41,OUT013,1660.1057200000002
FDR22,OUT013,2184.4232199999997
FDH04,OUT035,2053.49365
DRH15,OUT045,1359.96308
FDY40,OUT049,1622.9873699999998
NCI17,OUT035,2061.0504800000003
NCC18,OUT013,2583.00439
FDY28,OUT027,4658.536020000001
FDB45,OUT027,3142.30968
NCL30,OUT018,1445.61825
FDM10,OUT017,3510.9964300000006
FDH22,OUT027,3551.9764200000004
NCZ53,OUT017,3050.1629600000006
NCI18,OUT013,2985.6469399999996
FDH14,OUT027,3776.18457
FDR36,OUT027,3721.3892299999998
FDW01,OUT045,2853.2859
FDK02,OUT027,3293.9456300000006
FDJ02,OUT018,1973.7308099999996
FDU55,OUT013,3613.06357
NCV18,OUT027,2301.70389
FDH14,OUT018,1842.70137
FDZ37,OUT045,1749.6225299999999
FDX49,OUT049,2577.01219
NCD43,OUT046,1875.0925399999996
FDZ07,OUT013,1724.58845
FDK43,OUT035,1924.4616099999998
FDR32,OUT018,2274.8055699999995
FDT39,OUT013,2328.0695699999997
NCV54,OUT017,2304.10077
FDF38,OUT018,1566.3277899999998
FDV60,OUT046,2954.52079
FDH44,OUT027,4206.49111
FDS21,OUT046,1670.65865
NCL41,OUT045,937.6461400000001
FDM46,OUT017,1751.08729
FDU27,OUT045,1575.48254
NCJ54,OUT017,4016.5050800000004
DRG51,OUT018,2820.46196
NCA29,OUT019,311.06176000000005
FDR47,OUT045,2458.10031
NCL19,OUT027,3003.5236699999996
DRG01,OUT049,2183.8239999999996
FDG10,OUT046,1612.4677299999998
NCV05,OUT049,2363.0240700000004
NCH18,OUT019,362.42823000000004
FDV14,OUT018,2089.38027
DRJ23,OUT035,2422.9127799999997
DRJ11,OUT046,2783.3436100000004
FDZ03,OUT017,3428.96987
FDI27,OUT010,316.72105999999997
FDJ14,OUT018,1654.87919
FDU32,OUT017,1911.24548
FDD47,OUT027,4506.66704
DRF36,OUT035,2133.15662
FDM21,OUT046,2898.39385
FDV10,OUT018,1689.4675
FDH60,OUT018,2251.2029599999996
FDX47,OUT010,402.57597000000004
FDT19,OUT019,394.02043999999995
FDO11,OUT045,2319.3475900000003
FDH24,OUT027,2997.46489
FDL02,OUT018,1589.7306600000002
FDB02,OUT049,2652.28088
FDA43,OUT046,2775.18756
FDG52,OUT045,850.59279
DRC12,OUT013,2579.74197
FDY37,OUT018,1874.227
NCU18,OUT045,2686.73603
FDU09,OUT035,1757.7785800000001
DRJ25,OUT027,2158.29057
DRE12,OUT018,1586.8344299999999
DRL47,OUT017,2066.8762300000003
DRK01,OUT046,1542.62531
FDC22,OUT019,338.72575000000006
FDG44,OUT013,1423.9464600000001
FDW04,OUT035,2107.09055
FDK09,OUT049,2886.9753800000003
NCN43,OUT035,2057.02239
FDG04,OUT049,2871.99488
FDH32,OUT010,353.34005999999994
DRI47,OUT017,2559.86784
DRE15,OUT013,2089.7464600000003
FDY11,OUT035,1507.67081
FDO60,OUT049,1567.79255
FDQ20,OUT018,1091.5791000000002
FDO57,OUT027,3835.141159999999
FDT14,OUT019,327.67347
FDA57,OUT049,1986.1146900000003
DRN35,OUT017,1312.6912799999998
FDJ03,OUT046,2169.4760100000003
